제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00238,A,AST-103,2025-02-01 4:00:00,2025-02-01 6:36:00,G
Prod-00239,A,AST-112,2025-02-01 8:35:00,2025-02-01 9:37:00,G
Prod-00240,A,AST-113,2025-02-01 10:58:00,2025-02-01 12:31:00,G
Prod-00241,A,AST-101,2025-02-01 13:52:00,2025-02-01 16:38:00,G
Prod-00242,A,AST-118,2025-02-01 18:05:00,2025-02-01 20:08:00,B
Prod-00243,A,AST-114,2025-02-01 20:08:00,2025-02-01 21:51:00,G
Prod-00244,A,AST-109,2025-02-01 23:02:00,2025-02-02 1:14:00,G
Prod-00245,A,AST-103,2025-02-02 2:51:00,2025-02-02 5:10:00,G
Prod-00246,A,AST-103,2025-02-02 5:42:00,2025-02-02 6:50:00,G
Prod-00247,A,AST-112,2025-02-02 7:41:00,2025-02-02 8:51:00,G
Prod-00248,A,AST-103,2025-02-02 9:45:00,2025-02-02 11:00:00,B
Prod-00249,A,AST-117,2025-02-02 11:00:00,2025-02-02 13:46:00,G
Prod-00250,A,AST-103,2025-02-02 15:20:00,2025-02-02 16:26:00,G
Prod-00251,A,AST-107,2025-02-02 17:24:00,2025-02-02 20:24:00,B
Prod-00252,A,AST-112,2025-02-02 20:24:00,2025-02-02 22:13:00,G
Prod-00253,A,AST-110,2025-02-02 23:47:00,2025-02-03 2:22:00,G
Prod-00254,A,AST-115,2025-02-03 3:36:00,2025-02-03 6:14:00,G
Prod-00255,A,AST-115,2025-02-03 7:45:00,2025-02-03 10:14:00,G
Prod-00256,A,AST-114,2025-02-03 11:49:00,2025-02-03 13:13:00,G
Prod-00257,A,AST-115,2025-02-03 14:55:00,2025-02-03 16:34:00,G
Prod-00258,A,AST-116,2025-02-03 17:29:00,2025-02-03 20:19:00,G
Prod-00259,A,AST-115,2025-02-03 21:35:00,2025-02-03 23:43:00,B
Prod-00260,A,AST-118,2025-02-03 23:43:00,2025-02-04 1:07:00,G
Prod-00261,A,AST-116,2025-02-04 2:43:00,2025-02-04 4:24:00,B
Prod-00262,A,AST-108,2025-02-04 4:24:00,2025-02-04 6:34:00,G
Prod-00263,A,AST-111,2025-02-04 8:14:00,2025-02-04 10:25:00,B
Prod-00264,A,AST-110,2025-02-04 10:25:00,2025-02-04 12:47:00,G
Prod-00265,A,AST-103,2025-02-04 14:46:00,2025-02-04 16:04:00,G
Prod-00266,A,AST-117,2025-02-04 18:01:00,2025-02-04 19:07:00,G
Prod-00267,A,AST-114,2025-02-04 20:17:00,2025-02-04 22:32:00,G
Prod-00268,A,AST-116,2025-02-04 23:09:00,2025-02-05 1:03:00,G
Prod-00269,A,AST-109,2025-02-05 2:21:00,2025-02-05 5:12:00,G
Prod-00270,A,AST-110,2025-02-05 6:31:00,2025-02-05 7:42:00,G
Prod-00271,A,AST-106,2025-02-05 9:24:00,2025-02-05 11:48:00,G
Prod-00272,A,AST-115,2025-02-05 13:39:00,2025-02-05 15:11:00,G
Prod-00273,A,AST-113,2025-02-05 16:12:00,2025-02-05 18:30:00,G
Prod-00274,A,AST-102,2025-02-05 19:36:00,2025-02-05 22:32:00,G
Prod-00275,A,AST-103,2025-02-05 23:30:00,2025-02-06 1:17:00,G
Prod-00276,A,AST-108,2025-02-06 2:51:00,2025-02-06 5:14:00,G
Prod-00277,A,AST-103,2025-02-06 6:21:00,2025-02-06 9:20:00,G
Prod-00278,A,AST-116,2025-02-06 10:14:00,2025-02-06 12:46:00,G
Prod-00279,A,AST-103,2025-02-06 13:30:00,2025-02-06 15:12:00,G
Prod-00280,A,AST-118,2025-02-06 16:19:00,2025-02-06 19:04:00,G
Prod-00281,A,AST-118,2025-02-06 20:10:00,2025-02-06 22:55:00,G
Prod-00282,A,AST-118,2025-02-06 23:43:00,2025-02-07 1:10:00,G
Prod-00283,A,AST-101,2025-02-07 2:54:00,2025-02-07 5:22:00,G
Prod-00284,A,AST-117,2025-02-07 6:40:00,2025-02-07 7:59:00,G
Prod-00285,A,AST-115,2025-02-07 9:36:00,2025-02-07 11:30:00,G
Prod-00286,A,AST-116,2025-02-07 13:16:00,2025-02-07 15:18:00,G
Prod-00287,A,AST-117,2025-02-07 17:00:00,2025-02-07 18:20:00,G
Prod-00288,A,AST-101,2025-02-07 19:17:00,2025-02-07 20:25:00,G
Prod-00289,A,AST-111,2025-02-07 21:14:00,2025-02-07 23:00:00,G
Prod-00290,A,AST-106,2025-02-08 1:14:00,2025-02-08 3:43:00,G
Prod-00291,A,AST-108,2025-02-08 5:29:00,2025-02-08 6:31:00,G
Prod-00292,A,AST-105,2025-02-08 8:26:00,2025-02-08 10:55:00,B
Prod-00293,A,AST-106,2025-02-08 10:55:00,2025-02-08 12:00:00,G
Prod-00294,A,AST-109,2025-02-08 13:20:00,2025-02-08 16:18:00,B
Prod-00295,A,AST-101,2025-02-08 16:18:00,2025-02-08 17:36:00,G
Prod-00296,A,AST-116,2025-02-08 18:11:00,2025-02-08 19:40:00,G
Prod-00297,A,AST-109,2025-02-08 20:42:00,2025-02-08 23:32:00,G
Prod-00298,A,AST-102,2025-02-09 0:15:00,2025-02-09 2:23:00,G
Prod-00299,A,AST-110,2025-02-09 2:46:00,2025-02-09 4:43:00,G
Prod-00300,A,AST-109,2025-02-09 6:15:00,2025-02-09 7:55:00,G
Prod-00301,A,AST-103,2025-02-09 8:16:00,2025-02-09 10:53:00,G
Prod-00302,A,AST-112,2025-02-09 12:47:00,2025-02-09 14:47:00,G
Prod-00303,A,AST-111,2025-02-09 15:57:00,2025-02-09 17:25:00,B
Prod-00304,A,AST-118,2025-02-09 17:25:00,2025-02-09 20:06:00,G
Prod-00305,A,AST-112,2025-02-09 21:30:00,2025-02-10 0:09:00,G
Prod-00306,A,AST-117,2025-02-10 1:30:00,2025-02-10 3:42:00,G
Prod-00307,A,AST-113,2025-02-10 4:56:00,2025-02-10 6:25:00,G
Prod-00308,A,AST-113,2025-02-10 7:26:00,2025-02-10 10:13:00,B
Prod-00309,A,AST-101,2025-02-10 10:13:00,2025-02-10 12:57:00,G
Prod-00310,A,AST-103,2025-02-10 13:52:00,2025-02-10 15:46:00,G
Prod-00311,A,AST-117,2025-02-10 16:58:00,2025-02-10 18:44:00,G
Prod-00312,A,AST-108,2025-02-10 20:03:00,2025-02-10 21:40:00,G
Prod-00313,A,AST-116,2025-02-10 23:00:00,2025-02-11 0:22:00,G
Prod-00314,A,AST-118,2025-02-11 1:51:00,2025-02-11 4:03:00,G
Prod-00315,A,AST-108,2025-02-11 5:44:00,2025-02-11 7:08:00,G
Prod-00316,A,AST-111,2025-02-11 8:22:00,2025-02-11 11:14:00,G
Prod-00317,A,AST-113,2025-02-11 12:10:00,2025-02-11 13:55:00,G
Prod-00318,A,AST-108,2025-02-11 15:48:00,2025-02-11 17:20:00,G
Prod-00319,A,AST-105,2025-02-11 18:01:00,2025-02-11 19:59:00,G
Prod-00320,A,AST-102,2025-02-11 21:26:00,2025-02-11 23:47:00,G
Prod-00321,A,AST-117,2025-02-12 0:31:00,2025-02-12 3:27:00,G
Prod-00322,A,AST-114,2025-02-12 4:08:00,2025-02-12 6:19:00,G
Prod-00323,A,AST-105,2025-02-12 7:13:00,2025-02-12 8:20:00,G
Prod-00324,A,AST-118,2025-02-12 9:12:00,2025-02-12 11:14:00,G
Prod-00325,A,AST-102,2025-02-12 12:01:00,2025-02-12 13:13:00,G
Prod-00326,A,AST-105,2025-02-12 14:33:00,2025-02-12 17:10:00,G
Prod-00327,A,AST-115,2025-02-12 18:12:00,2025-02-12 19:31:00,G
Prod-00328,A,AST-104,2025-02-12 20:28:00,2025-02-12 22:30:00,G
Prod-00329,A,AST-112,2025-02-12 23:36:00,2025-02-13 0:54:00,G
Prod-00330,A,AST-105,2025-02-13 1:34:00,2025-02-13 3:07:00,G
Prod-00331,A,AST-107,2025-02-13 4:34:00,2025-02-13 5:50:00,G
