제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00096,C,CRL-102,2025-01-13 21:28:00,2025-01-13 21:44:00,G
Prod-00097,C,CRL-107,2025-01-13 23:33:00,2025-01-13 23:52:00,G
Prod-00098,C,CRL-105,2025-01-14 3:51:00,2025-01-14 4:01:00,G
Prod-00100,C,CRL-107,2025-01-14 7:49:00,2025-01-14 7:57:00,B
Prod-00101,C,CRL-106,2025-01-14 11:02:00,2025-01-14 11:12:00,G
Prod-00102,C,CRL-101,2025-01-14 15:42:00,2025-01-14 15:57:00,G
Prod-00103,C,CRL-106,2025-01-14 20:05:00,2025-01-14 20:21:00,B
Prod-00104,C,CRL-104,2025-01-15 0:29:00,2025-01-15 0:48:00,G
Prod-00105,C,CRL-103,2025-01-15 4:25:00,2025-01-15 4:43:00,G
Prod-00107,C,CRL-107,2025-01-15 10:32:00,2025-01-15 10:37:00,G
Prod-00108,C,CRL-102,2025-01-15 14:37:00,2025-01-15 14:51:00,G
Prod-00109,C,CRL-103,2025-01-15 18:27:00,2025-01-15 18:46:00,R
Prod-00109,C,CRL-104,2025-01-15 18:46:00,2025-01-15 18:53:00,G
Prod-00110,C,CRL-107,2025-01-15 20:39:00,2025-01-15 20:45:00,G
Prod-00112,C,CRL-101,2025-01-16 3:28:00,2025-01-16 3:33:00,G
Prod-00113,C,CRL-106,2025-01-16 7:17:00,2025-01-16 7:25:00,G
Prod-00114,C,CRL-101,2025-01-16 10:00:00,2025-01-16 10:10:00,G
Prod-00115,C,CRL-107,2025-01-16 13:34:00,2025-01-16 13:53:00,G
Prod-00116,C,CRL-104,2025-01-16 16:50:00,2025-01-16 17:10:00,G
Prod-00117,C,CRL-102,2025-01-16 20:33:00,2025-01-16 20:41:00,R
Prod-00117,C,CRL-103,2025-01-16 20:41:00,2025-01-16 20:50:00,G
Prod-00119,C,CRL-105,2025-01-17 2:43:00,2025-01-17 2:48:00,G
Prod-00120,C,CRL-106,2025-01-17 6:00:00,2025-01-17 6:05:00,G
Prod-00121,C,CRL-103,2025-01-17 9:17:00,2025-01-17 9:25:00,B
Prod-00123,C,CRL-104,2025-01-17 12:21:00,2025-01-17 12:41:00,G
Prod-00124,C,CRL-104,2025-01-17 15:49:00,2025-01-17 15:57:00,G
Prod-00125,C,CRL-103,2025-01-17 19:34:00,2025-01-17 19:41:00,G
Prod-00126,C,CRL-105,2025-01-17 22:29:00,2025-01-17 22:34:00,B
Prod-00127,C,CRL-101,2025-01-18 1:59:00,2025-01-18 2:06:00,G
Prod-00128,C,CRL-103,2025-01-18 4:51:00,2025-01-18 5:00:00,G
Prod-00130,C,CRL-107,2025-01-18 9:16:00,2025-01-18 9:26:00,B
Prod-00131,C,CRL-106,2025-01-18 12:48:00,2025-01-18 13:02:00,G
Prod-00132,C,CRL-102,2025-01-18 15:30:00,2025-01-18 15:50:00,G
Prod-00134,C,CRL-104,2025-01-18 23:19:00,2025-01-18 23:34:00,G
Prod-00135,C,CRL-101,2025-01-19 1:29:00,2025-01-19 1:44:00,G
Prod-00136,C,CRL-106,2025-01-19 4:33:00,2025-01-19 4:41:00,G
Prod-00137,C,CRL-105,2025-01-19 6:49:00,2025-01-19 6:58:00,G
Prod-00138,C,CRL-101,2025-01-19 10:45:00,2025-01-19 10:57:00,G
Prod-00139,C,CRL-105,2025-01-19 13:14:00,2025-01-19 13:31:00,G
Prod-00140,C,CRL-106,2025-01-19 16:43:00,2025-01-19 16:51:00,G
Prod-00141,C,CRL-102,2025-01-19 18:31:00,2025-01-19 18:40:00,G
Prod-00142,C,CRL-104,2025-01-19 20:39:00,2025-01-19 20:51:00,G
Prod-00143,C,CRL-106,2025-01-20 0:10:00,2025-01-20 0:24:00,G
Prod-00144,C,CRL-102,2025-01-20 3:05:00,2025-01-20 3:22:00,G
Prod-00145,C,CRL-101,2025-01-20 5:18:00,2025-01-20 5:24:00,G
Prod-00146,C,CRL-107,2025-01-20 7:18:00,2025-01-20 7:38:00,G
Prod-00147,C,CRL-101,2025-01-20 9:56:00,2025-01-20 10:15:00,G
Prod-00148,C,CRL-104,2025-01-20 14:30:00,2025-01-20 14:45:00,B
Prod-00149,C,CRL-107,2025-01-20 17:36:00,2025-01-20 17:49:00,G
Prod-00150,C,CRL-105,2025-01-20 20:28:00,2025-01-20 20:44:00,G
Prod-00151,C,CRL-102,2025-01-20 23:14:00,2025-01-20 23:24:00,G
Prod-00152,C,CRL-102,2025-01-21 2:28:00,2025-01-21 2:40:00,B
Prod-00153,C,CRL-107,2025-01-21 6:34:00,2025-01-21 6:39:00,G
Prod-00154,C,CRL-103,2025-01-21 9:08:00,2025-01-21 9:15:00,G
Prod-00155,C,CRL-103,2025-01-21 12:07:00,2025-01-21 12:21:00,G
Prod-00156,C,CRL-102,2025-01-21 14:15:00,2025-01-21 14:21:00,R
Prod-00156,C,CRL-104,2025-01-21 14:21:00,2025-01-21 14:36:00,G
Prod-00157,C,CRL-102,2025-01-21 17:51:00,2025-01-21 17:59:00,G
Prod-00158,C,CRL-105,2025-01-21 21:32:00,2025-01-21 21:42:00,G
Prod-00159,C,CRL-105,2025-01-22 0:24:00,2025-01-22 0:37:00,G
Prod-00160,C,CRL-107,2025-01-22 3:50:00,2025-01-22 4:00:00,G
Prod-00161,C,CRL-102,2025-01-22 6:47:00,2025-01-22 6:55:00,G
Prod-00162,C,CRL-102,2025-01-22 9:09:00,2025-01-22 9:14:00,B
Prod-00164,C,CRL-106,2025-01-22 13:45:00,2025-01-22 13:58:00,G
Prod-00165,C,CRL-105,2025-01-22 16:49:00,2025-01-22 17:07:00,G
Prod-00166,C,CRL-106,2025-01-22 19:57:00,2025-01-22 20:08:00,G
Prod-00167,C,CRL-103,2025-01-22 22:38:00,2025-01-22 22:50:00,G
Prod-00169,C,CRL-102,2025-01-23 4:19:00,2025-01-23 4:24:00,G
Prod-00171,C,CRL-103,2025-01-23 9:26:00,2025-01-23 9:37:00,G
Prod-00172,C,CRL-103,2025-01-23 11:34:00,2025-01-23 11:53:00,G
Prod-00173,C,CRL-105,2025-01-23 13:58:00,2025-01-23 14:07:00,B
Prod-00174,C,CRL-102,2025-01-23 17:26:00,2025-01-23 17:33:00,G
Prod-00175,C,CRL-107,2025-01-23 21:18:00,2025-01-23 21:35:00,G
Prod-00176,C,CRL-102,2025-01-24 1:17:00,2025-01-24 1:31:00,B
Prod-00177,C,CRL-104,2025-01-24 5:09:00,2025-01-24 5:20:00,G
Prod-00178,C,CRL-103,2025-01-24 7:49:00,2025-01-24 7:54:00,G
Prod-00180,C,CRL-101,2025-01-24 14:34:00,2025-01-24 14:54:00,G
Prod-00181,C,CRL-103,2025-01-24 16:43:00,2025-01-24 16:58:00,R
Prod-00181,C,CRL-103,2025-01-24 16:58:00,2025-01-24 17:16:00,G
Prod-00182,C,CRL-105,2025-01-24 20:03:00,2025-01-24 20:22:00,G
Prod-00183,C,CRL-106,2025-01-24 23:20:00,2025-01-24 23:26:00,G
Prod-00185,C,CRL-105,2025-01-25 4:36:00,2025-01-25 4:55:00,G
Prod-00186,C,CRL-107,2025-01-25 8:48:00,2025-01-25 9:05:00,G
Prod-00187,C,CRL-102,2025-01-25 13:45:00,2025-01-25 13:52:00,G
Prod-00188,C,CRL-107,2025-01-25 17:07:00,2025-01-25 17:24:00,G
Prod-00189,C,CRL-107,2025-01-25 19:16:00,2025-01-25 19:26:00,G
Prod-00190,C,CRL-102,2025-01-25 23:06:00,2025-01-25 23:21:00,G
Prod-00192,C,CRL-107,2025-01-26 5:24:00,2025-01-26 5:39:00,G
Prod-00193,C,CRL-102,2025-01-26 7:27:00,2025-01-26 7:43:00,G
Prod-00194,C,CRL-107,2025-01-26 11:34:00,2025-01-26 11:40:00,G
Prod-00195,C,CRL-104,2025-01-26 14:34:00,2025-01-26 14:43:00,G
Prod-00197,C,CRL-103,2025-01-26 19:39:00,2025-01-26 19:51:00,R
Prod-00197,C,CRL-104,2025-01-26 19:51:00,2025-01-26 20:06:00,G
Prod-00198,C,CRL-105,2025-01-27 0:34:00,2025-01-27 0:44:00,G
Prod-00199,C,CRL-103,2025-01-27 3:43:00,2025-01-27 3:55:00,G
Prod-00202,C,CRL-107,2025-01-27 12:35:00,2025-01-27 12:52:00,B
Prod-00203,C,CRL-107,2025-01-27 16:49:00,2025-01-27 17:01:00,G
Prod-00204,C,CRL-105,2025-01-27 19:57:00,2025-01-27 20:14:00,G
Prod-00205,C,CRL-104,2025-01-27 23:27:00,2025-01-27 23:39:00,G
Prod-00206,C,CRL-102,2025-01-28 3:27:00,2025-01-28 3:45:00,G
Prod-00207,C,CRL-107,2025-01-28 7:30:00,2025-01-28 7:41:00,G
Prod-00208,C,CRL-107,2025-01-28 11:19:00,2025-01-28 11:28:00,G
Prod-00209,C,CRL-101,2025-01-28 13:28:00,2025-01-28 13:48:00,G
Prod-00210,C,CRL-107,2025-01-28 17:46:00,2025-01-28 18:03:00,B
Prod-00211,C,CRL-102,2025-01-28 22:20:00,2025-01-28 22:37:00,G
Prod-00212,C,CRL-104,2025-01-29 0:32:00,2025-01-29 0:46:00,G
Prod-00213,C,CRL-101,2025-01-29 3:50:00,2025-01-29 3:59:00,G
Prod-00214,C,CRL-104,2025-01-29 7:12:00,2025-01-29 7:24:00,G
Prod-00216,C,CRL-101,2025-01-29 12:36:00,2025-01-29 12:48:00,G
Prod-00217,C,CRL-101,2025-01-29 16:06:00,2025-01-29 16:24:00,G
Prod-00218,C,CRL-101,2025-01-29 18:48:00,2025-01-29 19:01:00,G
Prod-00219,C,CRL-103,2025-01-29 21:06:00,2025-01-29 21:12:00,G
Prod-00220,C,CRL-104,2025-01-30 1:33:00,2025-01-30 1:47:00,G
Prod-00221,C,CRL-101,2025-01-30 5:39:00,2025-01-30 5:44:00,G
Prod-00222,C,CRL-107,2025-01-30 8:17:00,2025-01-30 8:33:00,G
Prod-00223,C,CRL-102,2025-01-30 10:41:00,2025-01-30 10:53:00,G
Prod-00224,C,CRL-104,2025-01-30 14:14:00,2025-01-30 14:32:00,G
Prod-00225,C,CRL-103,2025-01-30 16:33:00,2025-01-30 16:42:00,G
Prod-00226,C,CRL-107,2025-01-30 19:58:00,2025-01-30 20:09:00,G
Prod-00227,C,CRL-105,2025-01-30 22:25:00,2025-01-30 22:42:00,G
Prod-00228,C,CRL-101,2025-01-31 1:32:00,2025-01-31 1:51:00,G
Prod-00229,C,CRL-106,2025-01-31 5:29:00,2025-01-31 5:48:00,G
Prod-00230,C,CRL-106,2025-01-31 8:31:00,2025-01-31 8:40:00,G
Prod-00231,C,CRL-104,2025-01-31 11:33:00,2025-01-31 11:45:00,G
Prod-00232,C,CRL-102,2025-01-31 15:27:00,2025-01-31 15:35:00,G
Prod-00233,C,CRL-104,2025-01-31 17:32:00,2025-01-31 17:52:00,G
Prod-00235,C,CRL-104,2025-01-31 22:32:00,2025-01-31 22:41:00,G
Prod-00236,C,CRL-103,2025-02-01 0:57:00,2025-02-01 1:14:00,R
Prod-00236,C,CRL-101,2025-02-01 1:14:00,2025-02-01 1:27:00,G
Prod-00237,C,CRL-102,2025-02-01 3:41:00,2025-02-01 4:00:00,G
Prod-00238,C,CRL-107,2025-02-01 8:16:00,2025-02-01 8:25:00,R
Prod-00238,C,CRL-106,2025-02-01 8:25:00,2025-02-01 8:35:00,G
Prod-00239,C,CRL-106,2025-02-01 10:52:00,2025-02-01 10:58:00,G
Prod-00240,C,CRL-104,2025-02-01 13:32:00,2025-02-01 13:52:00,G
Prod-00241,C,CRL-107,2025-02-01 17:54:00,2025-02-01 18:05:00,G
Prod-00243,C,CRL-104,2025-02-01 22:42:00,2025-02-01 23:02:00,G
Prod-00244,C,CRL-101,2025-02-02 2:32:00,2025-02-02 2:51:00,G
Prod-00245,C,CRL-101,2025-02-02 5:37:00,2025-02-02 5:42:00,B
Prod-00246,C,CRL-105,2025-02-02 7:21:00,2025-02-02 7:41:00,G
Prod-00247,C,CRL-101,2025-02-02 9:36:00,2025-02-02 9:45:00,G
Prod-00249,C,CRL-105,2025-02-02 15:01:00,2025-02-02 15:20:00,G
Prod-00250,C,CRL-102,2025-02-02 17:18:00,2025-02-02 17:24:00,B
Prod-00252,C,CRL-104,2025-02-02 23:08:00,2025-02-02 23:27:00,R
Prod-00252,C,CRL-103,2025-02-02 23:27:00,2025-02-02 23:47:00,G
Prod-00253,C,CRL-105,2025-02-03 3:29:00,2025-02-03 3:36:00,G
Prod-00254,C,CRL-107,2025-02-03 7:35:00,2025-02-03 7:45:00,G
Prod-00255,C,CRL-102,2025-02-03 11:36:00,2025-02-03 11:49:00,G
Prod-00256,C,CRL-102,2025-02-03 14:43:00,2025-02-03 14:55:00,G
Prod-00257,C,CRL-106,2025-02-03 17:19:00,2025-02-03 17:29:00,G
Prod-00258,C,CRL-103,2025-02-03 21:24:00,2025-02-03 21:35:00,G
Prod-00260,C,CRL-105,2025-02-04 2:35:00,2025-02-04 2:43:00,G
Prod-00262,C,CRL-107,2025-02-04 8:01:00,2025-02-04 8:14:00,G
Prod-00264,C,CRL-107,2025-02-04 14:11:00,2025-02-04 14:26:00,R
Prod-00264,C,CRL-105,2025-02-04 14:26:00,2025-02-04 14:46:00,G
Prod-00265,C,CRL-103,2025-02-04 17:42:00,2025-02-04 18:01:00,G
Prod-00266,C,CRL-101,2025-02-04 20:00:00,2025-02-04 20:17:00,G
Prod-00268,C,CRL-105,2025-02-05 2:02:00,2025-02-05 2:21:00,G
Prod-00269,C,CRL-107,2025-02-05 6:21:00,2025-02-05 6:31:00,G
Prod-00270,C,CRL-103,2025-02-05 9:11:00,2025-02-05 9:24:00,B
Prod-00271,C,CRL-105,2025-02-05 13:22:00,2025-02-05 13:39:00,G
Prod-00272,C,CRL-107,2025-02-05 16:07:00,2025-02-05 16:12:00,G
Prod-00273,C,CRL-102,2025-02-05 19:28:00,2025-02-05 19:36:00,G
Prod-00274,C,CRL-101,2025-02-05 23:19:00,2025-02-05 23:30:00,G
Prod-00275,C,CRL-104,2025-02-06 2:35:00,2025-02-06 2:51:00,G
Prod-00276,C,CRL-103,2025-02-06 6:13:00,2025-02-06 6:21:00,G
Prod-00277,C,CRL-105,2025-02-06 10:05:00,2025-02-06 10:14:00,G
Prod-00278,C,CRL-102,2025-02-06 13:19:00,2025-02-06 13:30:00,G
Prod-00279,C,CRL-101,2025-02-06 16:04:00,2025-02-06 16:19:00,G
Prod-00280,C,CRL-101,2025-02-06 19:53:00,2025-02-06 20:10:00,G
Prod-00282,C,CRL-102,2025-02-07 2:39:00,2025-02-07 2:54:00,G
Prod-00284,C,CRL-101,2025-02-07 9:18:00,2025-02-07 9:36:00,G
Prod-00285,C,CRL-107,2025-02-07 12:59:00,2025-02-07 13:16:00,B
Prod-00286,C,CRL-103,2025-02-07 16:40:00,2025-02-07 17:00:00,G
Prod-00287,C,CRL-104,2025-02-07 19:07:00,2025-02-07 19:17:00,B
Prod-00288,C,CRL-107,2025-02-07 20:58:00,2025-02-07 21:14:00,G
Prod-00289,C,CRL-102,2025-02-08 0:40:00,2025-02-08 0:56:00,R
Prod-00289,C,CRL-106,2025-02-08 0:56:00,2025-02-08 1:14:00,G
Prod-00290,C,CRL-103,2025-02-08 5:14:00,2025-02-08 5:29:00,B
Prod-00291,C,CRL-102,2025-02-08 8:10:00,2025-02-08 8:26:00,G
Prod-00293,C,CRL-102,2025-02-08 13:15:00,2025-02-08 13:20:00,G
Prod-00295,C,CRL-103,2025-02-08 17:59:00,2025-02-08 18:11:00,G
Prod-00296,C,CRL-102,2025-02-08 20:28:00,2025-02-08 20:42:00,G
Prod-00297,C,CRL-101,2025-02-08 23:57:00,2025-02-09 0:15:00,G
Prod-00299,C,CRL-102,2025-02-09 5:58:00,2025-02-09 6:15:00,G
Prod-00301,C,CRL-101,2025-02-09 12:31:00,2025-02-09 12:47:00,G
Prod-00302,C,CRL-104,2025-02-09 15:48:00,2025-02-09 15:57:00,G
Prod-00304,C,CRL-105,2025-02-09 21:19:00,2025-02-09 21:30:00,G
Prod-00305,C,CRL-103,2025-02-10 1:19:00,2025-02-10 1:30:00,G
Prod-00306,C,CRL-101,2025-02-10 4:43:00,2025-02-10 4:56:00,G
Prod-00307,C,CRL-106,2025-02-10 7:16:00,2025-02-10 7:26:00,G
Prod-00309,C,CRL-101,2025-02-10 13:38:00,2025-02-10 13:52:00,G
Prod-00310,C,CRL-107,2025-02-10 16:49:00,2025-02-10 16:58:00,G
Prod-00311,C,CRL-103,2025-02-10 19:56:00,2025-02-10 20:03:00,G
Prod-00312,C,CRL-107,2025-02-10 22:55:00,2025-02-10 23:00:00,G
Prod-00313,C,CRL-103,2025-02-11 1:36:00,2025-02-11 1:51:00,G
Prod-00314,C,CRL-103,2025-02-11 5:36:00,2025-02-11 5:44:00,G
Prod-00315,C,CRL-105,2025-02-11 8:11:00,2025-02-11 8:22:00,G
Prod-00316,C,CRL-101,2025-02-11 11:51:00,2025-02-11 12:10:00,G
Prod-00317,C,CRL-105,2025-02-11 15:30:00,2025-02-11 15:48:00,G
Prod-00318,C,CRL-106,2025-02-11 17:50:00,2025-02-11 18:01:00,G
Prod-00319,C,CRL-103,2025-02-11 21:13:00,2025-02-11 21:26:00,G
Prod-00320,C,CRL-106,2025-02-12 0:18:00,2025-02-12 0:31:00,G
Prod-00321,C,CRL-101,2025-02-12 3:50:00,2025-02-12 4:08:00,G
Prod-00322,C,CRL-105,2025-02-12 6:58:00,2025-02-12 7:13:00,G
Prod-00323,C,CRL-107,2025-02-12 8:54:00,2025-02-12 9:12:00,G
Prod-00325,C,CRL-104,2025-02-12 14:20:00,2025-02-12 14:33:00,G
Prod-00326,C,CRL-105,2025-02-12 18:02:00,2025-02-12 18:12:00,G
Prod-00327,C,CRL-106,2025-02-12 20:23:00,2025-02-12 20:28:00,G
Prod-00328,C,CRL-106,2025-02-12 23:26:00,2025-02-12 23:36:00,G
Prod-00329,C,CRL-101,2025-02-13 1:22:00,2025-02-13 1:34:00,G
Prod-00330,C,CRL-107,2025-02-13 4:25:00,2025-02-13 4:34:00,G
Prod-00331,C,CRL-103,2025-02-13 6:31:00,2025-02-13 6:44:00,R
Prod-00331,C,CRL-102,2025-02-13 6:44:00,2025-02-13 6:57:00,G
Prod-00332,C,CRL-105,2025-02-13 9:23:00,2025-02-13 9:39:00,G
Prod-00333,C,CRL-103,2025-02-13 12:39:00,2025-02-13 12:51:00,G
Prod-00335,C,CRL-104,2025-02-13 18:56:00,2025-02-13 19:14:00,B
Prod-00336,C,CRL-102,2025-02-13 22:13:00,2025-02-13 22:18:00,G
Prod-00337,C,CRL-106,2025-02-14 0:03:00,2025-02-14 0:17:00,G
Prod-00338,C,CRL-101,2025-02-14 3:33:00,2025-02-14 3:41:00,G
Prod-00339,C,CRL-103,2025-02-14 7:00:00,2025-02-14 7:19:00,G
Prod-00340,C,CRL-107,2025-02-14 10:02:00,2025-02-14 10:18:00,G
Prod-00341,C,CRL-105,2025-02-14 12:55:00,2025-02-14 13:12:00,G
Prod-00342,C,CRL-101,2025-02-14 16:46:00,2025-02-14 16:56:00,G
Prod-00343,C,CRL-102,2025-02-14 20:21:00,2025-02-14 20:39:00,G
Prod-00344,C,CRL-107,2025-02-15 1:12:00,2025-02-15 1:26:00,G
Prod-00345,C,CRL-103,2025-02-15 4:36:00,2025-02-15 4:41:00,B
Prod-00346,C,CRL-106,2025-02-15 6:42:00,2025-02-15 6:54:00,G
Prod-00347,C,CRL-103,2025-02-15 10:29:00,2025-02-15 10:35:00,G
Prod-00349,C,CRL-105,2025-02-15 18:19:00,2025-02-15 18:24:00,G
Prod-00350,C,CRL-105,2025-02-15 21:19:00,2025-02-15 21:35:00,G
Prod-00352,C,CRL-105,2025-02-16 4:15:00,2025-02-16 4:26:00,G
Prod-00353,C,CRL-103,2025-02-16 7:14:00,2025-02-16 7:34:00,R
Prod-00353,C,CRL-107,2025-02-16 7:34:00,2025-02-16 7:45:00,G
Prod-00354,C,CRL-101,2025-02-16 9:39:00,2025-02-16 9:44:00,G
