제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00232,C,CRL-107,2025-01-02 11:35:49.319524,2025-01-02 11:43:56.066261,G
Prod-00234,C,CRL-106,2025-01-02 11:39:49.752248,2025-01-02 11:56:55.979803,G
Prod-00233,C,CRL-103,2025-01-02 11:41:43.295521,2025-01-02 11:53:00.746275,G
Prod-00239,C,CRL-103,2025-01-02 11:53:00.746275,2025-01-02 12:04:51.904570,G
Prod-00235,C,CRL-104,2025-01-02 11:58:37.625302,2025-01-02 12:17:17.899420,G
Prod-00231,C,CRL-102,2025-01-02 12:04:36.615937,2025-01-02 12:10:08.474447,G
Prod-00236,C,CRL-105,2025-01-02 12:07:06.536109,2025-01-02 12:15:43.321832,G
Prod-00243,C,CRL-102,2025-01-02 12:10:08.474447,2025-01-02 12:17:18.253356,G
Prod-00240,C,CRL-106,2025-01-02 12:35:30.906800,2025-01-02 12:52:46.205158,G
Prod-00237,C,CRL-101,2025-01-02 12:49:33.832802,2025-01-02 13:02:07.125810,G
Prod-00241,C,CRL-103,2025-01-02 13:01:18.176876,2025-01-02 13:20:00.432462,G
Prod-00245,C,CRL-102,2025-01-02 13:08:45.241627,2025-01-02 13:23:50.399152,G
Prod-00244,C,CRL-105,2025-01-02 13:10:06.876507,2025-01-02 13:28:56.751597,R
Prod-00246,C,CRL-106,2025-01-02 13:11:47.475566,2025-01-02 13:23:27.427696,G
Prod-00248,C,CRL-103,2025-01-02 13:20:00.432462,2025-01-02 13:32:18.063811,G
Prod-00244,C,CRL-104,2025-01-02 13:28:56.751597,2025-01-02 13:38:16.251262,G
Prod-00238,C,CRL-107,2025-01-02 13:50:04.776800,2025-01-02 14:08:58.371636,G
Prod-00247,C,CRL-101,2025-01-02 13:54:28.404157,2025-01-02 14:02:06.143576,G
Prod-00251,C,CRL-105,2025-01-02 13:58:44.341331,2025-01-02 14:16:30.530325,G
Prod-00252,C,CRL-103,2025-01-02 13:58:53.221636,2025-01-02 14:04:09.613268,G
Prod-00255,C,CRL-103,2025-01-02 14:04:09.613268,2025-01-02 14:13:21.011485,G
Prod-00250,C,CRL-102,2025-01-02 14:04:49.727275,2025-01-02 14:19:46.697460,G
Prod-00256,C,CRL-107,2025-01-02 14:08:58.371636,2025-01-02 14:18:36.159594,G
Prod-00249,C,CRL-106,2025-01-02 14:16:49.974710,2025-01-02 14:34:21.873026,B
Prod-00257,C,CRL-103,2025-01-02 14:18:32.697199,2025-01-02 14:24:38.836037,B
Prod-00259,C,CRL-107,2025-01-02 14:18:36.159594,2025-01-02 14:25:05.884935,R
Prod-00260,C,CRL-103,2025-01-02 14:24:38.836037,2025-01-02 14:41:36.255077,G
Prod-00261,C,CRL-107,2025-01-02 14:25:05.884935,2025-01-02 14:44:42.955693,G
Prod-00259,C,CRL-102,2025-01-02 14:25:05.884935,2025-01-02 14:39:33.743715,G
Prod-00264,C,CRL-103,2025-01-02 14:41:36.255077,2025-01-02 14:56:04.513685,G
Prod-00253,C,CRL-104,2025-01-02 14:48:41.372309,2025-01-02 14:57:14.260818,G
Prod-00268,C,CRL-104,2025-01-02 14:57:14.260818,2025-01-02 15:02:21.193916,G
Prod-00258,C,CRL-105,2025-01-02 15:05:41.922554,2025-01-02 15:24:30.712943,G
Prod-00262,C,CRL-106,2025-01-02 15:14:59.153223,2025-01-02 15:25:32.722753,G
Prod-00254,C,CRL-101,2025-01-02 15:16:13.089429,2025-01-02 15:23:08.773067,G
Prod-00270,C,CRL-101,2025-01-02 15:23:08.773067,2025-01-02 15:32:09.338678,G
Prod-00267,C,CRL-103,2025-01-02 15:26:32.987378,2025-01-02 15:31:47.867068,G
Prod-00269,C,CRL-104,2025-01-02 15:44:01.757630,2025-01-02 16:00:46.669362,G
Prod-00266,C,CRL-107,2025-01-02 15:55:26.599248,2025-01-02 16:11:57.917053,G
Prod-00273,C,CRL-106,2025-01-02 15:57:46.546239,2025-01-02 16:15:57.206356,G
Prod-00272,C,CRL-105,2025-01-02 16:05:03.542825,2025-01-02 16:15:11.087190,G
Prod-00263,C,CRL-102,2025-01-02 16:13:03.124240,2025-01-02 16:23:11.452844,G
Prod-00278,C,CRL-105,2025-01-02 16:15:11.087190,2025-01-02 16:34:46.651221,G
Prod-00279,C,CRL-106,2025-01-02 16:20:40.236274,2025-01-02 16:25:48.937857,G
Prod-00280,C,CRL-102,2025-01-02 16:23:11.452844,2025-01-02 16:32:23.782717,G
Prod-00274,C,CRL-103,2025-01-02 16:32:04.409320,2025-01-02 16:48:12.592251,G
Prod-00275,C,CRL-101,2025-01-02 16:33:06.189930,2025-01-02 16:52:53.891880,G
Prod-00276,C,CRL-104,2025-01-02 16:40:57.511791,2025-01-02 16:50:59.912132,G
Prod-00282,C,CRL-102,2025-01-02 17:02:53.164494,2025-01-02 17:20:29.310089,G
Prod-00285,C,CRL-104,2025-01-02 17:31:23.934915,2025-01-02 17:49:24.261182,G
Prod-00277,C,CRL-107,2025-01-02 17:43:02.570203,2025-01-02 17:51:03.692711,G
Prod-00290,C,CRL-104,2025-01-02 17:49:24.261182,2025-01-02 18:07:14.010803,G
Prod-00291,C,CRL-107,2025-01-02 17:56:33.352051,2025-01-02 18:15:42.905222,G
Prod-00287,C,CRL-101,2025-01-02 18:01:16.308527,2025-01-02 18:16:17.407328,B
Prod-00283,C,CRL-105,2025-01-02 18:02:33.857268,2025-01-02 18:11:02.317093,G
Prod-00294,C,CRL-105,2025-01-02 18:11:02.317093,2025-01-02 18:27:56.093581,G
Prod-00289,C,CRL-102,2025-01-02 18:14:05.900337,2025-01-02 18:19:49.382393,G
Prod-00295,C,CRL-107,2025-01-02 18:15:42.905222,2025-01-02 18:30:01.667076,G
Prod-00281,C,CRL-106,2025-01-02 18:19:54.047836,2025-01-02 18:28:26.705260,G
Prod-00297,C,CRL-105,2025-01-02 18:27:56.093581,2025-01-02 18:41:49.811568,G
Prod-00298,C,CRL-106,2025-01-02 18:28:26.705260,2025-01-02 18:37:15.913619,G
Prod-00284,C,CRL-103,2025-01-02 18:32:18.720229,2025-01-02 18:50:27.362178,G
Prod-00293,C,CRL-104,2025-01-02 18:59:35.544637,2025-01-02 19:15:04.335717,G
Prod-00296,C,CRL-101,2025-01-02 19:09:30.873226,2025-01-02 19:19:41.547601,R
Prod-00296,C,CRL-102,2025-01-02 19:19:41.547601,2025-01-02 19:38:36.502565,G
Prod-00304,C,CRL-103,2025-01-02 19:27:30.241518,2025-01-02 19:41:41.165461,G
Prod-00307,C,CRL-102,2025-01-02 19:38:36.502565,2025-01-02 19:46:57.128930,G
Prod-00302,C,CRL-106,2025-01-02 19:39:13.484138,2025-01-02 19:58:54.037523,G
Prod-00309,C,CRL-103,2025-01-02 19:41:41.165461,2025-01-02 19:57:06.851637,G
Prod-00310,C,CRL-102,2025-01-02 19:46:57.128930,2025-01-02 19:52:45.103191,G
Prod-00312,C,CRL-103,2025-01-02 19:57:06.851637,2025-01-02 20:09:07.482246,R
Prod-00303,C,CRL-105,2025-01-02 20:08:01.924150,2025-01-02 20:20:16.440519,G
Prod-00312,C,CRL-106,2025-01-02 20:09:07.482246,2025-01-02 20:24:00.035347,G
Prod-00313,C,CRL-103,2025-01-02 20:20:23.243599,2025-01-02 20:39:46.723937,R
Prod-00315,C,CRL-103,2025-01-02 20:39:46.723937,2025-01-02 20:48:36.151786,G
Prod-00313,C,CRL-105,2025-01-02 20:39:46.723937,2025-01-02 20:44:56.591925,G
Prod-00316,C,CRL-105,2025-01-02 20:44:56.591925,2025-01-02 21:03:08.080308,G
Prod-00300,C,CRL-107,2025-01-02 20:46:54.772385,2025-01-02 20:57:10.698725,G
Prod-00318,C,CRL-103,2025-01-02 20:48:36.151786,2025-01-02 21:07:34.315043,G
