제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00039,A,AST-102,2025-01-01 11:21:52.331040,2025-01-01 13:54:00.100015,G
Prod-00040,A,AST-109,2025-01-01 11:28:22.975487,2025-01-01 12:30:00.616535,G
Prod-00041,A,AST-111,2025-01-01 11:29:22.897525,2025-01-01 13:38:22.476763,G
Prod-00042,A,AST-104,2025-01-01 11:33:35.356899,2025-01-01 14:13:16.514021,G
Prod-00043,A,AST-103,2025-01-01 11:54:00.020244,2025-01-01 13:19:14.964298,B
Prod-00044,A,AST-107,2025-01-01 11:56:29.432012,2025-01-01 14:41:41.181949,G
Prod-00045,A,AST-110,2025-01-01 11:57:21.519483,2025-01-01 14:44:08.055099,G
Prod-00046,A,AST-117,2025-01-01 12:00:31.152893,2025-01-01 13:50:09.055010,G
Prod-00047,A,AST-106,2025-01-01 12:03:24.733687,2025-01-01 13:38:19.141927,G
Prod-00048,A,AST-118,2025-01-01 12:11:43.957447,2025-01-01 14:34:46.835844,G
Prod-00049,A,AST-115,2025-01-01 12:17:39.274717,2025-01-01 14:06:05.620882,G
Prod-00050,A,AST-101,2025-01-01 12:17:46.180246,2025-01-01 13:49:00.558053,G
Prod-00051,A,AST-116,2025-01-01 12:22:31.575964,2025-01-01 14:26:31.875102,G
Prod-00052,A,AST-109,2025-01-01 12:30:00.616535,2025-01-01 14:05:26.293014,G
Prod-00053,A,AST-108,2025-01-01 12:34:58.096151,2025-01-01 13:41:39.715518,G
Prod-00054,A,AST-105,2025-01-01 12:45:40.147147,2025-01-01 13:56:10.373481,G
Prod-00055,A,AST-114,2025-01-01 12:51:35.466949,2025-01-01 15:00:50.185953,G
Prod-00056,A,AST-112,2025-01-01 12:55:32.083083,2025-01-01 14:22:11.600303,G
Prod-00057,A,AST-103,2025-01-01 13:19:14.964298,2025-01-01 15:05:54.569778,G
Prod-00058,A,AST-113,2025-01-01 13:25:28.577318,2025-01-01 15:47:45.991629,G
Prod-00059,A,AST-106,2025-01-01 13:38:19.141927,2025-01-01 15:11:44.508791,G
Prod-00060,A,AST-111,2025-01-01 13:38:22.476763,2025-01-01 14:44:27.803437,G
Prod-00061,A,AST-108,2025-01-01 13:41:39.715518,2025-01-01 15:38:51.214233,G
Prod-00062,A,AST-101,2025-01-01 13:49:00.558053,2025-01-01 15:29:23.900986,G
Prod-00063,A,AST-117,2025-01-01 13:50:09.055010,2025-01-01 15:26:11.452091,G
Prod-00064,A,AST-102,2025-01-01 13:54:00.100015,2025-01-01 16:18:56.960574,B
Prod-00065,A,AST-105,2025-01-01 13:56:10.373481,2025-01-01 16:12:53.184316,G
Prod-00066,A,AST-109,2025-01-01 14:05:26.293014,2025-01-01 15:53:28.085338,G
Prod-00067,A,AST-115,2025-01-01 14:06:05.620882,2025-01-01 16:37:36.618647,G
Prod-00068,A,AST-104,2025-01-01 14:13:16.514021,2025-01-01 15:39:33.270466,G
Prod-00069,A,AST-112,2025-01-01 14:22:11.600303,2025-01-01 15:38:10.734502,G
Prod-00070,A,AST-116,2025-01-01 14:26:31.875102,2025-01-01 15:47:13.703162,G
Prod-00071,A,AST-118,2025-01-01 14:34:46.835844,2025-01-01 16:43:15.780266,G
Prod-00072,A,AST-107,2025-01-01 14:41:41.181949,2025-01-01 16:31:09.140947,G
Prod-00073,A,AST-110,2025-01-01 14:44:08.055099,2025-01-01 17:30:51.964425,G
Prod-00074,A,AST-111,2025-01-01 14:44:27.803437,2025-01-01 17:16:03.819543,G
Prod-00075,A,AST-114,2025-01-01 15:00:50.185953,2025-01-01 17:47:18.728720,G
Prod-00076,A,AST-103,2025-01-01 15:05:54.569778,2025-01-01 17:27:51.948722,G
Prod-00077,A,AST-106,2025-01-01 15:11:44.508791,2025-01-01 16:36:38.859107,G
Prod-00078,A,AST-117,2025-01-01 15:26:11.452091,2025-01-01 17:30:43.548812,G
Prod-00079,A,AST-101,2025-01-01 15:29:23.900986,2025-01-01 16:30:29.240526,G
Prod-00080,A,AST-112,2025-01-01 15:38:10.734502,2025-01-01 18:23:25.522331,G
Prod-00081,A,AST-108,2025-01-01 15:38:51.214233,2025-01-01 18:22:25.114503,G
Prod-00082,A,AST-104,2025-01-01 15:39:33.270466,2025-01-01 17:25:58.949822,G
Prod-00083,A,AST-116,2025-01-01 15:47:13.703162,2025-01-01 16:53:24.597409,G
Prod-00084,A,AST-113,2025-01-01 15:47:45.991629,2025-01-01 18:03:46.435462,B
Prod-00085,A,AST-109,2025-01-01 15:53:28.085338,2025-01-01 18:52:17.410712,G
Prod-00086,A,AST-105,2025-01-01 16:12:53.184316,2025-01-01 18:40:51.202117,G
Prod-00087,A,AST-102,2025-01-01 16:18:56.960574,2025-01-01 18:20:25.278830,G
Prod-00088,A,AST-101,2025-01-01 16:30:29.240526,2025-01-01 19:22:49.336408,G
Prod-00089,A,AST-107,2025-01-01 16:31:09.140947,2025-01-01 18:40:33.491168,G
Prod-00090,A,AST-106,2025-01-01 16:36:38.859107,2025-01-01 18:59:01.911042,G
Prod-00091,A,AST-115,2025-01-01 16:37:36.618647,2025-01-01 18:39:09.560554,G
Prod-00092,A,AST-118,2025-01-01 16:43:15.780266,2025-01-01 19:08:26.858296,G
Prod-00093,A,AST-116,2025-01-01 16:53:24.597409,2025-01-01 18:53:15.252716,G
Prod-00094,A,AST-111,2025-01-01 17:16:03.819543,2025-01-01 20:01:38.261469,G
Prod-00095,A,AST-104,2025-01-01 17:25:58.949822,2025-01-01 20:15:39.746595,G
Prod-00096,A,AST-103,2025-01-01 17:27:51.948722,2025-01-01 19:06:00.013164,G
Prod-00097,A,AST-117,2025-01-01 17:30:43.548812,2025-01-01 18:35:27.285852,G
Prod-00098,A,AST-110,2025-01-01 17:30:51.964425,2025-01-01 20:17:06.813667,G
Prod-00099,A,AST-114,2025-01-01 17:47:18.728720,2025-01-01 20:07:46.627874,G
Prod-00100,A,AST-113,2025-01-01 18:03:46.435462,2025-01-01 19:12:02.790435,G
Prod-00101,A,AST-102,2025-01-01 18:20:25.278830,2025-01-01 20:24:54.506044,G
Prod-00102,A,AST-108,2025-01-01 18:22:25.114503,2025-01-01 20:09:18.952778,G
Prod-00103,A,AST-112,2025-01-01 18:23:25.522331,2025-01-01 20:30:45.155574,G
Prod-00104,A,AST-117,2025-01-01 18:35:27.285852,2025-01-01 20:38:31.969609,G
Prod-00105,A,AST-115,2025-01-01 18:39:09.560554,2025-01-01 20:36:45.617291,G
Prod-00106,A,AST-107,2025-01-01 18:40:33.491168,2025-01-01 19:40:53.045417,G
Prod-00107,A,AST-105,2025-01-01 18:40:51.202117,2025-01-01 21:32:53.941732,G
Prod-00108,A,AST-109,2025-01-01 18:52:17.410712,2025-01-01 19:57:45.815412,G
Prod-00109,A,AST-116,2025-01-01 18:53:15.252716,2025-01-01 21:35:03.577547,G
Prod-00110,A,AST-106,2025-01-01 18:59:01.911042,2025-01-01 21:41:05.416549,G
Prod-00111,A,AST-103,2025-01-01 19:06:00.013164,2025-01-01 21:44:49.646499,B
Prod-00112,A,AST-118,2025-01-01 19:08:26.858296,2025-01-01 22:08:13.766827,B
Prod-00113,A,AST-113,2025-01-01 19:12:02.790435,2025-01-01 22:04:34.275866,G
Prod-00114,A,AST-101,2025-01-01 19:22:49.336408,2025-01-01 20:38:42.484568,G
Prod-00115,A,AST-107,2025-01-01 19:40:53.045417,2025-01-01 21:53:45.724163,G
Prod-00116,A,AST-109,2025-01-01 19:57:45.815412,2025-01-01 22:29:58.323984,G
Prod-00117,A,AST-111,2025-01-01 20:01:38.261469,2025-01-01 23:00:32.778708,G
Prod-00118,A,AST-114,2025-01-01 20:07:46.627874,2025-01-01 21:29:09.343724,G
Prod-00119,A,AST-108,2025-01-01 20:09:18.952778,2025-01-01 22:26:32.628773,G
Prod-00120,A,AST-104,2025-01-01 20:15:39.746595,2025-01-01 23:07:55.461230,G
Prod-00121,A,AST-110,2025-01-01 20:17:06.813667,2025-01-01 23:09:14.557264,G
Prod-00122,A,AST-102,2025-01-01 20:24:54.506044,2025-01-01 21:50:08.244952,G
Prod-00123,A,AST-112,2025-01-01 20:30:45.155574,2025-01-01 22:31:33.376654,G
Prod-00124,A,AST-115,2025-01-01 20:36:45.617291,2025-01-01 22:36:32.351770,B
Prod-00125,A,AST-117,2025-01-01 20:38:31.969609,2025-01-01 22:24:08.749235,G
Prod-00126,A,AST-101,2025-01-01 20:38:42.484568,2025-01-01 23:18:08.874597,G
Prod-00127,A,AST-114,2025-01-01 21:29:09.343724,2025-01-02 00:22:04.647667,G
Prod-00128,A,AST-105,2025-01-01 21:32:53.941732,2025-01-01 22:45:45.639534,G
Prod-00129,A,AST-116,2025-01-01 21:35:03.577547,2025-01-01 23:46:24.100505,G
Prod-00130,A,AST-106,2025-01-01 21:41:05.416549,2025-01-01 23:53:17.629832,G
Prod-00131,A,AST-103,2025-01-01 21:44:49.646499,2025-01-01 23:46:37.995195,G
Prod-00132,A,AST-102,2025-01-01 21:50:08.244952,2025-01-01 23:41:12.520097,G
Prod-00133,A,AST-107,2025-01-01 21:53:45.724163,2025-01-01 23:39:44.883417,G
Prod-00134,A,AST-113,2025-01-01 22:04:34.275866,2025-01-01 23:42:31.727792,G
Prod-00135,A,AST-118,2025-01-01 22:08:13.766827,2025-01-01 23:25:18.761644,G
Prod-00136,A,AST-117,2025-01-01 22:24:08.749235,2025-01-02 01:01:35.855938,G
Prod-00137,A,AST-108,2025-01-01 22:26:32.628773,2025-01-02 00:46:02.534719,G
Prod-00138,A,AST-109,2025-01-01 22:29:58.323984,2025-01-02 00:04:20.507331,G
Prod-00139,A,AST-112,2025-01-01 22:31:33.376654,2025-01-01 23:34:23.943528,G
Prod-00140,A,AST-115,2025-01-01 22:36:32.351770,2025-01-02 00:24:54.264020,G
Prod-00141,A,AST-105,2025-01-01 22:45:45.639534,2025-01-02 00:22:31.045160,B
Prod-00142,A,AST-111,2025-01-01 23:00:32.778708,2025-01-02 01:10:09.421515,G
Prod-00143,A,AST-104,2025-01-01 23:07:55.461230,2025-01-02 00:19:38.883159,G
Prod-00144,A,AST-110,2025-01-01 23:09:14.557264,2025-01-02 00:36:20.548418,G
Prod-00145,A,AST-101,2025-01-01 23:18:08.874597,2025-01-02 00:56:06.437108,G
Prod-00146,A,AST-118,2025-01-01 23:25:18.761644,2025-01-02 00:31:52.462593,G
Prod-00147,A,AST-112,2025-01-01 23:34:23.943528,2025-01-02 00:52:42.909413,G
Prod-00148,A,AST-107,2025-01-01 23:39:44.883417,2025-01-02 01:57:35.218011,G
Prod-00149,A,AST-102,2025-01-01 23:41:12.520097,2025-01-02 00:51:05.497517,G
Prod-00150,A,AST-113,2025-01-01 23:42:31.727792,2025-01-02 01:52:36.959039,G
Prod-00151,A,AST-116,2025-01-01 23:46:24.100505,2025-01-02 02:18:23.883547,G
Prod-00152,A,AST-103,2025-01-01 23:46:37.995195,2025-01-02 02:39:37.234214,G
Prod-00153,A,AST-106,2025-01-01 23:53:17.629832,2025-01-02 01:24:43.532855,G
Prod-00154,A,AST-109,2025-01-02 00:04:20.507331,2025-01-02 02:06:07.758451,G
Prod-00155,A,AST-104,2025-01-02 00:19:38.883159,2025-01-02 01:55:09.592969,G
Prod-00156,A,AST-114,2025-01-02 00:22:04.647667,2025-01-02 01:55:48.680106,G
Prod-00157,A,AST-105,2025-01-02 00:22:31.045160,2025-01-02 01:34:54.239533,G
Prod-00158,A,AST-115,2025-01-02 00:24:54.264020,2025-01-02 01:28:06.457494,G
Prod-00159,A,AST-118,2025-01-02 00:31:52.462593,2025-01-02 02:39:54.276502,G
Prod-00160,A,AST-110,2025-01-02 00:36:20.548418,2025-01-02 02:16:15.288923,G
Prod-00161,A,AST-108,2025-01-02 00:46:02.534719,2025-01-02 03:20:38.174126,B
Prod-00162,A,AST-102,2025-01-02 00:51:05.497517,2025-01-02 03:20:55.422025,G
Prod-00163,A,AST-112,2025-01-02 00:52:42.909413,2025-01-02 03:22:12.511567,G
Prod-00164,A,AST-101,2025-01-02 00:56:06.437108,2025-01-02 02:41:31.822509,G
Prod-00165,A,AST-117,2025-01-02 01:01:35.855938,2025-01-02 03:26:13.430304,G
Prod-00166,A,AST-111,2025-01-02 01:10:09.421515,2025-01-02 03:45:05.375598,G
Prod-00167,A,AST-106,2025-01-02 01:24:43.532855,2025-01-02 02:50:31.643966,G
Prod-00168,A,AST-115,2025-01-02 01:28:06.457494,2025-01-02 02:37:56.677810,G
Prod-00169,A,AST-105,2025-01-02 01:34:54.239533,2025-01-02 03:18:38.552108,G
Prod-00170,A,AST-113,2025-01-02 01:52:36.959039,2025-01-02 04:50:21.127099,G
Prod-00171,A,AST-104,2025-01-02 01:55:09.592969,2025-01-02 03:51:26.055509,G
Prod-00172,A,AST-114,2025-01-02 01:55:48.680106,2025-01-02 03:27:01.590798,G
Prod-00173,A,AST-107,2025-01-02 01:57:35.218011,2025-01-02 03:21:53.086367,G
Prod-00174,A,AST-109,2025-01-02 02:06:07.758451,2025-01-02 04:18:40.526005,G
Prod-00175,A,AST-110,2025-01-02 02:16:15.288923,2025-01-02 04:46:06.111823,G
Prod-00176,A,AST-116,2025-01-02 02:18:23.883547,2025-01-02 03:39:29.430621,G
Prod-00177,A,AST-115,2025-01-02 02:37:56.677810,2025-01-02 05:14:47.372255,G
Prod-00178,A,AST-103,2025-01-02 02:39:37.234214,2025-01-02 04:34:11.549939,G
Prod-00179,A,AST-118,2025-01-02 02:39:54.276502,2025-01-02 04:26:41.189155,G
Prod-00180,A,AST-101,2025-01-02 02:41:31.822509,2025-01-02 03:51:36.045016,G
Prod-00181,A,AST-106,2025-01-02 02:50:31.643966,2025-01-02 05:12:53.359565,G
Prod-00182,A,AST-105,2025-01-02 03:18:38.552108,2025-01-02 04:45:38.609484,G
Prod-00183,A,AST-108,2025-01-02 03:20:38.174126,2025-01-02 06:16:39.098421,G
Prod-00184,A,AST-102,2025-01-02 03:20:55.422025,2025-01-02 05:33:58.554436,G
Prod-00185,A,AST-107,2025-01-02 03:21:53.086367,2025-01-02 06:04:33.746516,G
Prod-00186,A,AST-112,2025-01-02 03:22:12.511567,2025-01-02 05:15:32.890127,G
Prod-00187,A,AST-117,2025-01-02 03:26:13.430304,2025-01-02 06:12:51.576967,G
Prod-00188,A,AST-114,2025-01-02 03:27:01.590798,2025-01-02 05:13:30.668247,G
Prod-00189,A,AST-116,2025-01-02 03:39:29.430621,2025-01-02 04:56:58.687192,G
Prod-00190,A,AST-111,2025-01-02 03:45:05.375598,2025-01-02 06:41:35.181017,G
Prod-00191,A,AST-104,2025-01-02 03:51:26.055509,2025-01-02 05:46:30.994784,B
Prod-00192,A,AST-101,2025-01-02 03:51:36.045016,2025-01-02 06:21:45.990148,G
Prod-00193,A,AST-109,2025-01-02 04:18:40.526005,2025-01-02 07:04:13.009799,G
Prod-00194,A,AST-118,2025-01-02 04:26:41.189155,2025-01-02 06:51:56.800544,G
Prod-00195,A,AST-103,2025-01-02 04:34:11.549939,2025-01-02 05:42:36.169129,B
Prod-00196,A,AST-105,2025-01-02 04:45:38.609484,2025-01-02 07:23:55.218649,G
Prod-00197,A,AST-110,2025-01-02 04:46:06.111823,2025-01-02 07:04:25.988794,G
Prod-00198,A,AST-113,2025-01-02 04:50:21.127099,2025-01-02 05:58:13.906653,G
Prod-00199,A,AST-116,2025-01-02 04:56:58.687192,2025-01-02 07:28:25.271556,G
Prod-00200,A,AST-106,2025-01-02 05:12:53.359565,2025-01-02 07:17:52.980710,G
Prod-00201,A,AST-114,2025-01-02 05:13:30.668247,2025-01-02 06:28:25.077943,G
Prod-00202,A,AST-115,2025-01-02 05:14:47.372255,2025-01-02 06:47:42.750740,G
Prod-00203,A,AST-112,2025-01-02 05:15:32.890127,2025-01-02 06:19:10.323112,G
Prod-00204,A,AST-102,2025-01-02 05:33:58.554436,2025-01-02 08:08:45.932253,G
Prod-00205,A,AST-103,2025-01-02 05:42:36.169129,2025-01-02 08:41:44.135521,G
Prod-00206,A,AST-104,2025-01-02 05:46:30.994784,2025-01-02 07:37:50.498394,G
Prod-00207,A,AST-113,2025-01-02 05:58:13.906653,2025-01-02 08:43:11.216830,G
Prod-00208,A,AST-107,2025-01-02 06:04:33.746516,2025-01-02 08:41:18.257650,G
Prod-00209,A,AST-117,2025-01-02 06:12:51.576967,2025-01-02 07:30:23.210958,G
Prod-00210,A,AST-108,2025-01-02 06:16:39.098421,2025-01-02 08:40:13.465425,G
Prod-00211,A,AST-112,2025-01-02 06:19:10.323112,2025-01-02 08:56:18.605615,G
Prod-00212,A,AST-101,2025-01-02 06:21:45.990148,2025-01-02 08:24:45.373626,G
Prod-00213,A,AST-114,2025-01-02 06:28:25.077943,2025-01-02 08:46:24.900018,G
Prod-00214,A,AST-111,2025-01-02 06:41:35.181017,2025-01-02 09:20:49.796757,G
Prod-00215,A,AST-115,2025-01-02 06:47:42.750740,2025-01-02 08:11:41.285627,G
Prod-00216,A,AST-118,2025-01-02 06:51:56.800544,2025-01-02 07:53:30.870276,B
Prod-00217,A,AST-109,2025-01-02 07:04:13.009799,2025-01-02 10:03:15.462279,G
Prod-00218,A,AST-110,2025-01-02 07:04:25.988794,2025-01-02 08:32:24.453408,G
Prod-00219,A,AST-106,2025-01-02 07:17:52.980710,2025-01-02 09:59:13.619072,G
Prod-00220,A,AST-105,2025-01-02 07:23:55.218649,2025-01-02 08:37:03.204824,G
Prod-00221,A,AST-116,2025-01-02 07:28:25.271556,2025-01-02 08:36:23.076846,G
Prod-00222,A,AST-117,2025-01-02 07:30:23.210958,2025-01-02 09:23:19.194283,B
Prod-00223,A,AST-104,2025-01-02 07:37:50.498394,2025-01-02 08:44:59.910708,G
Prod-00224,A,AST-118,2025-01-02 07:53:30.870276,2025-01-02 09:47:30.600707,G
Prod-00225,A,AST-102,2025-01-02 08:08:45.932253,2025-01-02 10:42:12.617868,G
Prod-00226,A,AST-115,2025-01-02 08:11:41.285627,2025-01-02 09:36:19.612140,B
Prod-00227,A,AST-101,2025-01-02 08:24:45.373626,2025-01-02 10:30:20.178108,G
Prod-00228,A,AST-110,2025-01-02 08:32:24.453408,2025-01-02 09:34:10.523234,G
Prod-00229,A,AST-116,2025-01-02 08:36:23.076846,2025-01-02 09:47:58.210299,G
Prod-00230,A,AST-105,2025-01-02 08:37:03.204824,2025-01-02 11:02:30.603496,B
Prod-00231,A,AST-108,2025-01-02 08:40:13.465425,2025-01-02 10:26:27.775339,G
Prod-00232,A,AST-107,2025-01-02 08:41:18.257650,2025-01-02 10:00:20.663044,G
Prod-00233,A,AST-103,2025-01-02 08:41:44.135521,2025-01-02 10:56:24.089223,G
Prod-00234,A,AST-113,2025-01-02 08:43:11.216830,2025-01-02 10:41:21.906585,G
Prod-00235,A,AST-104,2025-01-02 08:44:59.910708,2025-01-02 11:25:23.695864,G
Prod-00236,A,AST-114,2025-01-02 08:46:24.900018,2025-01-02 10:31:56.265178,G
Prod-00237,A,AST-112,2025-01-02 08:56:18.605615,2025-01-02 11:28:04.909925,G
Prod-00238,A,AST-111,2025-01-02 09:20:49.796757,2025-01-02 12:14:51.065967,G
Prod-00239,A,AST-117,2025-01-02 09:23:19.194283,2025-01-02 11:12:17.168677,G
Prod-00240,A,AST-110,2025-01-02 09:34:10.523234,2025-01-02 11:27:52.749005,G
Prod-00241,A,AST-115,2025-01-02 09:36:19.612140,2025-01-02 11:37:24.965633,G
Prod-00242,A,AST-118,2025-01-02 09:47:30.600707,2025-01-02 11:13:51.789952,B
Prod-00243,A,AST-116,2025-01-02 09:47:58.210299,2025-01-02 11:40:23.318123,G
Prod-00244,A,AST-106,2025-01-02 09:59:13.619072,2025-01-02 11:52:26.716056,G
Prod-00245,A,AST-107,2025-01-02 10:00:20.663044,2025-01-02 11:59:28.577873,G
Prod-00246,A,AST-109,2025-01-02 10:03:15.462279,2025-01-02 11:34:17.462557,G
Prod-00247,A,AST-108,2025-01-02 10:26:27.775339,2025-01-02 13:10:15.660925,G
Prod-00248,A,AST-101,2025-01-02 10:30:20.178108,2025-01-02 12:02:54.617930,G
Prod-00249,A,AST-114,2025-01-02 10:31:56.265178,2025-01-02 13:30:31.540502,G
Prod-00250,A,AST-113,2025-01-02 10:41:21.906585,2025-01-02 12:27:00.656367,G
Prod-00251,A,AST-102,2025-01-02 10:42:12.617868,2025-01-02 12:57:59.154901,G
Prod-00252,A,AST-103,2025-01-02 10:56:24.089223,2025-01-02 13:34:51.081710,G
Prod-00253,A,AST-105,2025-01-02 11:02:30.603496,2025-01-02 13:58:37.565911,G
Prod-00254,A,AST-117,2025-01-02 11:12:17.168677,2025-01-02 14:03:31.378042,G
Prod-00255,A,AST-118,2025-01-02 11:13:51.789952,2025-01-02 12:31:06.992756,G
Prod-00256,A,AST-104,2025-01-02 11:25:23.695864,2025-01-02 12:53:53.298732,G
Prod-00257,A,AST-110,2025-01-02 11:27:52.749005,2025-01-02 13:05:15.238442,G
Prod-00258,A,AST-112,2025-01-02 11:28:04.909925,2025-01-02 13:51:08.660335,G
Prod-00259,A,AST-109,2025-01-02 11:34:17.462557,2025-01-02 13:12:50.243986,G
Prod-00260,A,AST-115,2025-01-02 11:37:24.965633,2025-01-02 12:45:35.805831,G
Prod-00261,A,AST-116,2025-01-02 11:40:23.318123,2025-01-02 13:13:21.194974,G
Prod-00262,A,AST-106,2025-01-02 11:52:26.716056,2025-01-02 13:37:59.454204,G
Prod-00263,A,AST-107,2025-01-02 11:59:28.577873,2025-01-02 14:56:12.305914,G
Prod-00264,A,AST-101,2025-01-02 12:02:54.617930,2025-01-02 13:18:01.819825,G
Prod-00265,A,AST-111,2025-01-02 12:14:51.065967,2025-01-02 15:06:20.354957,G
Prod-00266,A,AST-113,2025-01-02 12:27:00.656367,2025-01-02 14:25:34.068997,G
Prod-00267,A,AST-118,2025-01-02 12:31:06.992756,2025-01-02 13:51:18.125003,G
Prod-00268,A,AST-115,2025-01-02 12:45:35.805831,2025-01-02 14:03:43.996797,G
Prod-00269,A,AST-104,2025-01-02 12:53:53.298732,2025-01-02 14:27:27.457241,G
Prod-00270,A,AST-102,2025-01-02 12:57:59.154901,2025-01-02 14:22:12.145326,G
Prod-00271,A,AST-110,2025-01-02 13:05:15.238442,2025-01-02 14:19:16.743509,B
Prod-00272,A,AST-108,2025-01-02 13:10:15.660925,2025-01-02 15:40:44.837706,G
Prod-00273,A,AST-109,2025-01-02 13:12:50.243986,2025-01-02 14:46:22.083837,G
Prod-00274,A,AST-116,2025-01-02 13:13:21.194974,2025-01-02 15:45:00.969266,G
Prod-00275,A,AST-101,2025-01-02 13:18:01.819825,2025-01-02 15:31:23.003216,G
Prod-00276,A,AST-114,2025-01-02 13:30:31.540502,2025-01-02 15:48:08.539377,G
Prod-00277,A,AST-103,2025-01-02 13:34:51.081710,2025-01-02 16:20:12.029987,G
Prod-00278,A,AST-106,2025-01-02 13:37:59.454204,2025-01-02 15:06:07.533982,G
Prod-00279,A,AST-112,2025-01-02 13:51:08.660335,2025-01-02 15:30:17.979513,G
Prod-00280,A,AST-118,2025-01-02 13:51:18.125003,2025-01-02 15:03:59.468912,G
Prod-00281,A,AST-105,2025-01-02 13:58:37.565911,2025-01-02 16:44:28.183955,G
Prod-00282,A,AST-117,2025-01-02 14:03:31.378042,2025-01-02 16:31:33.298997,G
Prod-00283,A,AST-115,2025-01-02 14:03:43.996797,2025-01-02 16:51:21.441831,G
Prod-00284,A,AST-110,2025-01-02 14:19:16.743509,2025-01-02 16:59:29.921399,G
Prod-00285,A,AST-102,2025-01-02 14:22:12.145326,2025-01-02 16:56:26.140639,G
Prod-00286,A,AST-113,2025-01-02 14:25:34.068997,2025-01-02 15:28:45.278803,G
Prod-00287,A,AST-104,2025-01-02 14:27:27.457241,2025-01-02 16:57:31.250536,G
Prod-00288,A,AST-109,2025-01-02 14:46:22.083837,2025-01-02 16:57:46.269103,B
Prod-00289,A,AST-107,2025-01-02 14:56:12.305914,2025-01-02 17:47:44.011831,G
Prod-00290,A,AST-118,2025-01-02 15:03:59.468912,2025-01-02 16:35:49.844115,G
