제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00114,B,BEOL-109,2025-01-01 20:38:42.484568,2025-01-01 22:10:45.895338,G
Prod-00118,B,BEOL-121,2025-01-01 21:29:09.343724,2025-01-01 22:35:52.671744,G
Prod-00107,B,BEOL-124,2025-01-01 21:32:53.941732,2025-01-01 23:04:33.302134,G
Prod-00109,B,BEOL-101,2025-01-01 21:35:03.577547,2025-01-01 21:55:07.977296,G
Prod-00110,B,BEOL-106,2025-01-01 21:41:05.416549,2025-01-01 23:04:57.125091,G
Prod-00122,B,BEOL-112,2025-01-01 21:50:08.244952,2025-01-01 23:25:19.239354,G
Prod-00115,B,BEOL-120,2025-01-01 21:53:45.724163,2025-01-01 23:05:55.794637,G
Prod-00113,B,BEOL-123,2025-01-01 22:04:34.275866,2025-01-01 22:53:03.459769,G
Prod-00125,B,BEOL-115,2025-01-01 22:24:08.749235,2025-01-01 22:53:51.541226,G
Prod-00119,B,BEOL-114,2025-01-01 22:26:32.628773,2025-01-01 23:04:33.695300,G
Prod-00116,B,BEOL-103,2025-01-01 22:29:58.323984,2025-01-01 23:06:19.580548,G
Prod-00123,B,BEOL-118,2025-01-01 22:31:33.376654,2025-01-01 23:46:17.193497,G
Prod-00128,B,BEOL-105,2025-01-01 22:45:45.639534,2025-01-01 23:08:59.763607,B
Prod-00117,B,BEOL-108,2025-01-01 23:00:32.778708,2025-01-02 00:07:07.936024,G
Prod-00120,B,BEOL-111,2025-01-01 23:07:55.461230,2025-01-01 23:57:28.279047,B
Prod-00121,B,BEOL-117,2025-01-01 23:09:14.557264,2025-01-02 00:32:20.238283,G
Prod-00126,B,BEOL-110,2025-01-01 23:18:08.874597,2025-01-02 00:43:17.653505,G
Prod-00135,B,BEOL-119,2025-01-01 23:25:18.761644,2025-01-02 00:08:09.341109,B
Prod-00139,B,BEOL-115,2025-01-01 23:34:23.943528,2025-01-02 00:17:07.745198,G
Prod-00133,B,BEOL-101,2025-01-01 23:39:44.883417,2025-01-02 00:30:28.378593,B
Prod-00132,B,BEOL-113,2025-01-01 23:41:12.520097,2025-01-02 00:57:12.555426,G
Prod-00134,B,BEOL-116,2025-01-01 23:42:31.727792,2025-01-02 00:50:26.397165,G
Prod-00129,B,BEOL-102,2025-01-01 23:46:24.100505,2025-01-02 00:46:27.954577,G
Prod-00131,B,BEOL-104,2025-01-01 23:46:37.995195,2025-01-02 00:06:48.591859,G
Prod-00130,B,BEOL-107,2025-01-01 23:53:17.629832,2025-01-02 01:23:38.661382,G
Prod-00138,B,BEOL-123,2025-01-02 00:04:20.507331,2025-01-02 01:35:23.274915,G
Prod-00143,B,BEOL-106,2025-01-02 00:19:38.883159,2025-01-02 01:46:55.092631,G
Prod-00127,B,BEOL-122,2025-01-02 00:22:04.647667,2025-01-02 01:13:54.866851,G
Prod-00140,B,BEOL-124,2025-01-02 00:24:54.264020,2025-01-02 01:24:13.510278,B
Prod-00146,B,BEOL-105,2025-01-02 00:31:52.462593,2025-01-02 01:58:52.961405,G
Prod-00144,B,BEOL-120,2025-01-02 00:36:20.548418,2025-01-02 01:53:16.608770,G
Prod-00137,B,BEOL-121,2025-01-02 00:46:02.534719,2025-01-02 02:25:37.120360,G
Prod-00149,B,BEOL-111,2025-01-02 00:51:05.497517,2025-01-02 02:23:28.444420,G
Prod-00147,B,BEOL-112,2025-01-02 00:52:42.909413,2025-01-02 01:49:16.309989,G
Prod-00145,B,BEOL-103,2025-01-02 00:56:06.437108,2025-01-02 01:18:40.900608,G
Prod-00136,B,BEOL-109,2025-01-02 01:01:35.855938,2025-01-02 02:32:16.820221,G
Prod-00142,B,BEOL-114,2025-01-02 01:10:09.421515,2025-01-02 02:17:32.862529,G
Prod-00153,B,BEOL-115,2025-01-02 01:24:43.532855,2025-01-02 02:46:00.912655,G
Prod-00158,B,BEOL-116,2025-01-02 01:28:06.457494,2025-01-02 02:09:17.256776,G
Prod-00157,B,BEOL-102,2025-01-02 01:34:54.239533,2025-01-02 02:19:28.309389,G
Prod-00150,B,BEOL-104,2025-01-02 01:52:36.959039,2025-01-02 03:01:32.567110,G
Prod-00155,B,BEOL-117,2025-01-02 01:55:09.592969,2025-01-02 03:34:33.199782,G
Prod-00156,B,BEOL-110,2025-01-02 01:55:48.680106,2025-01-02 03:29:08.125802,B
Prod-00148,B,BEOL-118,2025-01-02 01:57:35.218011,2025-01-02 03:26:28.432343,G
Prod-00154,B,BEOL-101,2025-01-02 02:06:07.758451,2025-01-02 03:07:05.615148,G
Prod-00160,B,BEOL-122,2025-01-02 02:16:15.288923,2025-01-02 03:54:07.127894,G
Prod-00151,B,BEOL-108,2025-01-02 02:18:23.883547,2025-01-02 02:58:07.672789,G
Prod-00168,B,BEOL-120,2025-01-02 02:37:56.677810,2025-01-02 03:43:48.595980,G
Prod-00152,B,BEOL-119,2025-01-02 02:39:37.234214,2025-01-02 03:57:34.856903,G
Prod-00159,B,BEOL-113,2025-01-02 02:39:54.276502,2025-01-02 03:19:56.419633,G
Prod-00164,B,BEOL-124,2025-01-02 02:41:31.822509,2025-01-02 03:55:33.550617,G
Prod-00167,B,BEOL-112,2025-01-02 02:50:31.643966,2025-01-02 04:07:11.305216,G
Prod-00169,B,BEOL-105,2025-01-02 03:18:38.552108,2025-01-02 04:45:36.848651,G
Prod-00162,B,BEOL-103,2025-01-02 03:20:55.422025,2025-01-02 04:02:15.126099,G
Prod-00173,B,BEOL-111,2025-01-02 03:21:53.086367,2025-01-02 04:33:09.978258,G
Prod-00163,B,BEOL-107,2025-01-02 03:22:12.511567,2025-01-02 04:36:38.964072,G
Prod-00165,B,BEOL-123,2025-01-02 03:26:13.430304,2025-01-02 04:24:53.037977,G
Prod-00172,B,BEOL-102,2025-01-02 03:27:01.590798,2025-01-02 04:44:50.918246,G
Prod-00176,B,BEOL-115,2025-01-02 03:39:29.430621,2025-01-02 04:19:54.912466,G
Prod-00166,B,BEOL-106,2025-01-02 03:45:05.375598,2025-01-02 04:30:11.861762,G
Prod-00171,B,BEOL-114,2025-01-02 03:51:26.055509,2025-01-02 05:19:02.406400,G
Prod-00180,B,BEOL-113,2025-01-02 03:51:36.045016,2025-01-02 04:48:15.409901,G
Prod-00174,B,BEOL-121,2025-01-02 04:18:40.526005,2025-01-02 05:28:03.407873,G
Prod-00179,B,BEOL-101,2025-01-02 04:26:41.189155,2025-01-02 05:11:43.479175,G
Prod-00178,B,BEOL-104,2025-01-02 04:34:11.549939,2025-01-02 05:10:46.186626,G
Prod-00182,B,BEOL-110,2025-01-02 04:45:38.609484,2025-01-02 05:53:14.210585,G
Prod-00175,B,BEOL-109,2025-01-02 04:46:06.111823,2025-01-02 06:11:18.912416,G
Prod-00170,B,BEOL-116,2025-01-02 04:50:21.127099,2025-01-02 05:47:50.721982,G
Prod-00189,B,BEOL-112,2025-01-02 04:56:58.687192,2025-01-02 05:17:03.158251,G
Prod-00181,B,BEOL-118,2025-01-02 05:12:53.359565,2025-01-02 06:07:15.272103,G
Prod-00188,B,BEOL-103,2025-01-02 05:13:30.668247,2025-01-02 06:53:05.673685,G
Prod-00177,B,BEOL-108,2025-01-02 05:14:47.372255,2025-01-02 06:22:34.001367,G
Prod-00186,B,BEOL-124,2025-01-02 05:15:32.890127,2025-01-02 05:55:44.127469,G
Prod-00184,B,BEOL-120,2025-01-02 05:33:58.554436,2025-01-02 06:36:31.832769,B
Prod-00198,B,BEOL-105,2025-01-02 05:58:13.906653,2025-01-02 07:33:13.285205,G
Prod-00185,B,BEOL-122,2025-01-02 06:04:33.746516,2025-01-02 06:59:15.345560,G
Prod-00187,B,BEOL-119,2025-01-02 06:12:51.576967,2025-01-02 07:12:03.807481,G
Prod-00183,B,BEOL-117,2025-01-02 06:16:39.098421,2025-01-02 06:50:29.541714,G
Prod-00203,B,BEOL-114,2025-01-02 06:19:10.323112,2025-01-02 06:39:31.364657,G
Prod-00192,B,BEOL-123,2025-01-02 06:21:45.990148,2025-01-02 06:59:31.040801,G
Prod-00201,B,BEOL-101,2025-01-02 06:28:25.077943,2025-01-02 07:39:49.947279,G
Prod-00190,B,BEOL-115,2025-01-02 06:41:35.181017,2025-01-02 08:14:50.510161,G
Prod-00202,B,BEOL-112,2025-01-02 06:47:42.750740,2025-01-02 07:21:40.137851,G
Prod-00194,B,BEOL-111,2025-01-02 06:51:56.800544,2025-01-02 08:23:09.629178,G
Prod-00193,B,BEOL-106,2025-01-02 07:04:13.009799,2025-01-02 07:53:49.561060,G
Prod-00197,B,BEOL-102,2025-01-02 07:04:25.988794,2025-01-02 08:34:02.335133,G
Prod-00200,B,BEOL-104,2025-01-02 07:17:52.980710,2025-01-02 07:53:24.455173,G
Prod-00196,B,BEOL-107,2025-01-02 07:23:55.218649,2025-01-02 08:36:58.351649,B
Prod-00199,B,BEOL-113,2025-01-02 07:28:25.271556,2025-01-02 08:38:07.610025,B
Prod-00209,B,BEOL-109,2025-01-02 07:30:23.210958,2025-01-02 08:28:27.522482,G
Prod-00206,B,BEOL-110,2025-01-02 07:37:50.498394,2025-01-02 08:20:55.842730,G
Prod-00204,B,BEOL-121,2025-01-02 08:08:45.932253,2025-01-02 08:59:03.953148,G
Prod-00215,B,BEOL-122,2025-01-02 08:11:41.285627,2025-01-02 09:02:34.268631,G
Prod-00212,B,BEOL-114,2025-01-02 08:24:45.373626,2025-01-02 09:45:09.002881,G
Prod-00218,B,BEOL-119,2025-01-02 08:32:24.453408,2025-01-02 10:08:26.454203,G
Prod-00221,B,BEOL-101,2025-01-02 08:36:23.076846,2025-01-02 09:12:45.832916,G
Prod-00220,B,BEOL-105,2025-01-02 08:37:03.204824,2025-01-02 09:09:50.914097,G
Prod-00210,B,BEOL-108,2025-01-02 08:40:13.465425,2025-01-02 09:54:41.753971,G
Prod-00208,B,BEOL-118,2025-01-02 08:41:18.257650,2025-01-02 09:38:43.696289,G
Prod-00205,B,BEOL-116,2025-01-02 08:41:44.135521,2025-01-02 09:47:02.777195,G
Prod-00207,B,BEOL-124,2025-01-02 08:43:11.216830,2025-01-02 09:05:53.452792,B
Prod-00223,B,BEOL-104,2025-01-02 08:44:59.910708,2025-01-02 09:48:46.595107,G
Prod-00213,B,BEOL-117,2025-01-02 08:46:24.900018,2025-01-02 09:12:37.116404,G
Prod-00211,B,BEOL-120,2025-01-02 08:56:18.605615,2025-01-02 10:15:16.545167,G
Prod-00214,B,BEOL-103,2025-01-02 09:20:49.796757,2025-01-02 10:43:33.143641,G
Prod-00228,B,BEOL-111,2025-01-02 09:34:10.523234,2025-01-02 10:29:58.729852,G
Prod-00224,B,BEOL-106,2025-01-02 09:47:30.600707,2025-01-02 10:29:39.519232,B
Prod-00229,B,BEOL-109,2025-01-02 09:47:58.210299,2025-01-02 10:56:16.932062,G
Prod-00219,B,BEOL-112,2025-01-02 09:59:13.619072,2025-01-02 10:58:46.404693,G
Prod-00232,B,BEOL-107,2025-01-02 10:00:20.663044,2025-01-02 11:35:49.319524,G
Prod-00217,B,BEOL-123,2025-01-02 10:03:15.462279,2025-01-02 10:25:59.586911,G
Prod-00231,B,BEOL-102,2025-01-02 10:26:27.775339,2025-01-02 12:04:36.615937,G
Prod-00227,B,BEOL-110,2025-01-02 10:30:20.178108,2025-01-02 11:00:41.060816,G
Prod-00236,B,BEOL-124,2025-01-02 10:31:56.265178,2025-01-02 12:07:06.536109,G
Prod-00234,B,BEOL-121,2025-01-02 10:41:21.906585,2025-01-02 11:39:49.752248,G
Prod-00225,B,BEOL-115,2025-01-02 10:42:12.617868,2025-01-02 11:11:34.092468,G
Prod-00233,B,BEOL-113,2025-01-02 10:56:24.089223,2025-01-02 11:41:43.295521,G
Prod-00239,B,BEOL-101,2025-01-02 11:12:17.168677,2025-01-02 11:36:00.302745,G
Prod-00235,B,BEOL-122,2025-01-02 11:25:23.695864,2025-01-02 11:58:37.625302,G
Prod-00240,B,BEOL-118,2025-01-02 11:27:52.749005,2025-01-02 12:35:30.906800,G
Prod-00237,B,BEOL-105,2025-01-02 11:28:04.909925,2025-01-02 12:49:33.832802,G
Prod-00246,B,BEOL-119,2025-01-02 11:34:17.462557,2025-01-02 13:11:47.475566,G
Prod-00241,B,BEOL-114,2025-01-02 11:37:24.965633,2025-01-02 13:01:18.176876,G
Prod-00243,B,BEOL-116,2025-01-02 11:40:23.318123,2025-01-02 12:04:16.004398,G
Prod-00244,B,BEOL-104,2025-01-02 11:52:26.716056,2025-01-02 13:10:06.876507,G
Prod-00245,B,BEOL-108,2025-01-02 11:59:28.577873,2025-01-02 13:08:45.241627,G
Prod-00248,B,BEOL-123,2025-01-02 12:02:54.617930,2025-01-02 13:06:56.281249,G
Prod-00238,B,BEOL-117,2025-01-02 12:14:51.065967,2025-01-02 13:50:04.776800,G
Prod-00250,B,BEOL-111,2025-01-02 12:27:00.656367,2025-01-02 14:04:49.727275,G
Prod-00255,B,BEOL-115,2025-01-02 12:31:06.992756,2025-01-02 14:00:43.328715,G
Prod-00260,B,BEOL-122,2025-01-02 12:45:35.805831,2025-01-02 14:21:40.752251,G
Prod-00256,B,BEOL-107,2025-01-02 12:53:53.298732,2025-01-02 13:30:35.684482,G
Prod-00251,B,BEOL-103,2025-01-02 12:57:59.154901,2025-01-02 13:58:44.341331,G
Prod-00257,B,BEOL-101,2025-01-02 13:05:15.238442,2025-01-02 14:18:32.697199,G
Prod-00247,B,BEOL-120,2025-01-02 13:10:15.660925,2025-01-02 13:54:28.404157,G
Prod-00259,B,BEOL-113,2025-01-02 13:12:50.243986,2025-01-02 13:37:37.589715,G
Prod-00261,B,BEOL-116,2025-01-02 13:13:21.194974,2025-01-02 14:11:39.376268,G
Prod-00264,B,BEOL-118,2025-01-02 13:18:01.819825,2025-01-02 13:40:05.202964,G
Prod-00249,B,BEOL-106,2025-01-02 13:30:31.540502,2025-01-02 14:16:49.974710,G
Prod-00252,B,BEOL-109,2025-01-02 13:34:51.081710,2025-01-02 13:58:53.221636,G
Prod-00262,B,BEOL-102,2025-01-02 13:37:59.454204,2025-01-02 15:14:59.153223,G
Prod-00258,B,BEOL-121,2025-01-02 13:51:08.660335,2025-01-02 15:05:41.922554,G
Prod-00267,B,BEOL-123,2025-01-02 13:51:18.125003,2025-01-02 15:26:32.987378,G
Prod-00253,B,BEOL-112,2025-01-02 13:58:37.565911,2025-01-02 14:48:41.372309,G
Prod-00254,B,BEOL-110,2025-01-02 14:03:31.378042,2025-01-02 15:16:13.089429,G
Prod-00268,B,BEOL-108,2025-01-02 14:03:43.996797,2025-01-02 14:41:08.251184,G
Prod-00270,B,BEOL-119,2025-01-02 14:22:12.145326,2025-01-02 15:00:47.790558,G
Prod-00266,B,BEOL-114,2025-01-02 14:25:34.068997,2025-01-02 15:55:26.599248,G
Prod-00269,B,BEOL-104,2025-01-02 14:27:27.457241,2025-01-02 15:44:01.757630,G
Prod-00273,B,BEOL-113,2025-01-02 14:46:22.083837,2025-01-02 15:57:46.546239,G
Prod-00263,B,BEOL-124,2025-01-02 14:56:12.305914,2025-01-02 16:13:03.124240,G
Prod-00280,B,BEOL-111,2025-01-02 15:03:59.468912,2025-01-02 15:59:03.094522,G
Prod-00278,B,BEOL-109,2025-01-02 15:06:07.533982,2025-01-02 15:34:20.512158,G
Prod-00265,B,BEOL-105,2025-01-02 15:06:20.354957,2025-01-02 16:46:06.193085,B
Prod-00286,B,BEOL-112,2025-01-02 15:28:45.278803,2025-01-02 16:20:26.054985,B
Prod-00279,B,BEOL-115,2025-01-02 15:30:17.979513,2025-01-02 16:20:40.236274,G
Prod-00275,B,BEOL-117,2025-01-02 15:31:23.003216,2025-01-02 16:33:06.189930,G
Prod-00272,B,BEOL-107,2025-01-02 15:40:44.837706,2025-01-02 16:05:03.542825,G
Prod-00274,B,BEOL-118,2025-01-02 15:45:00.969266,2025-01-02 16:32:04.409320,G
Prod-00276,B,BEOL-120,2025-01-02 15:48:08.539377,2025-01-02 16:40:57.511791,G
Prod-00277,B,BEOL-103,2025-01-02 16:20:12.029987,2025-01-02 17:43:02.570203,G
Prod-00282,B,BEOL-106,2025-01-02 16:31:33.298997,2025-01-02 17:02:53.164494,G
Prod-00295,B,BEOL-104,2025-01-02 16:33:18.135034,2025-01-02 17:28:32.555678,G
Prod-00290,B,BEOL-102,2025-01-02 16:35:49.844115,2025-01-02 16:56:04.866457,G
Prod-00294,B,BEOL-109,2025-01-02 16:39:32.174466,2025-01-02 17:45:47.680578,G
Prod-00281,B,BEOL-116,2025-01-02 16:44:28.183955,2025-01-02 18:19:54.047836,G
Prod-00283,B,BEOL-101,2025-01-02 16:51:21.441831,2025-01-02 18:02:33.857268,G
Prod-00285,B,BEOL-108,2025-01-02 16:56:26.140639,2025-01-02 17:31:23.934915,G
Prod-00287,B,BEOL-119,2025-01-02 16:57:31.250536,2025-01-02 18:01:16.308527,G
Prod-00298,B,BEOL-111,2025-01-02 16:59:19.271038,2025-01-02 18:12:23.970469,G
Prod-00284,B,BEOL-122,2025-01-02 16:59:29.921399,2025-01-02 18:32:18.720229,G
Prod-00297,B,BEOL-113,2025-01-02 17:04:15.953356,2025-01-02 17:51:51.657224,G
Prod-00291,B,BEOL-110,2025-01-02 17:32:18.292894,2025-01-02 17:56:33.352051,G
Prod-00289,B,BEOL-121,2025-01-02 17:47:44.011831,2025-01-02 18:14:05.900337,G
Prod-00296,B,BEOL-114,2025-01-02 17:52:38.764514,2025-01-02 19:09:30.873226,G
Prod-00293,B,BEOL-123,2025-01-02 17:55:05.634222,2025-01-02 18:59:35.544637,G
Prod-00304,B,BEOL-118,2025-01-02 18:06:10.265581,2025-01-02 19:27:30.241518,G
Prod-00302,B,BEOL-112,2025-01-02 18:11:37.748011,2025-01-02 19:39:13.484138,G
